line_id,writer_id
g03-064-05,318
c03-096a-02,150
h07-030a-06,387
p02-076-05,599
a04-096-01,64
d06-027-02,206
n06-100-06,588
k02-062-04,423
e04-083-04,239
g06-026l-04,343
c02-007-05,139
a03-011-01,42
b06-027-06,129
a06-008-04,67
a05-121-02,0
a05-058-07,0
h06-085-02,384
g06-018k-04,342
h02-028-05,369
c06-083-01,174
d04-016-03,185
k07-158-01,456
l04-113-05,488
c02-017-08,139
c02-082-03,148
k04-050-06,443
l04-179-00,494
g06-011h-03,339
h07-040-01,388
j06-051-07,415
l01-173-02,471
g06-045l-01,343
b06-042-04,131
c03-096d-03,153
g07-028a-00,351
g01-045-02,299
h06-089-11,384
p03-072-03,622
c03-007b-00,151
m02-109-03,534
f04-028-02,275
a01-107u-05,0
f07-092a-00,292
a01-091-10,16
m04-100-06,546
g07-065-08,354
d05-008-06,199
m01-017-00,501
g01-088-03,302
r03-056-01,663
d04-071-02,192
b04-187-02,114
f07-009-07,286
d04-111-00,196
l04-052-05,483
g03-049-03,315
a01-038-01,7
a04-085-05,63
k04-033-06,442
g04-081-02,327
m04-251-00,548
r06-007-01,635
a01-107-01,18
a06-119-01,84
n04-218-07,587
p06-052-00,634
n03-120-01,580
h07-080a-05,392
h02-037-03,371
a01-072x-06,1
b06-045-04,132
k04-079-08,446
h06-082-02,384
n01-020-00,555
g04-032-05,274
d06-076-05,203
a02-111-10,37
c02-078-07,147
f07-042a-04,285
p06-047-08,634
f02-076-01,266
r03-065-03,664
b01-033-04,89
m01-125-03,516
b02-097-08,97
c06-000-06,130
g06-031l-06,343
a02-120-08,39
e01-059-06,213
h01-027-02,360
b01-122-00,93
d06-027-05,206
a04-059-00,61
g06-045k-00,342
p03-121-05,624
f07-084b-04,291
a05-073-05,0
g04-092-02,328
l01-111-00,465
c06-103-09,129
p06-088-03,634
b04-103-00,110
c02-026-06,141
c02-026-08,141
n02-040-03,563
h06-000-00,349
n01-045-04,555
r06-090-00,671
d01-080-07,179
h07-071a-05,390
a05-094-01,0
c03-000a-06,150
m04-164-02,548
d04-111-08,196
b04-026-05,108
d06-008-06,173
e04-019-05,232
n04-060-01,583
a03-014-08,43
n03-066-02,573
h04-082-00,383
g02-065-04,305
g06-011a-10,332
c03-084b-03,151
g06-096-00,349
m06-076-03,552
c04-165-00,172
a01-122u-01,0
c03-021d-04,153
d01-049-03,177
d07-085-07,209
j04-053-00,407
d01-060-04,178
g06-026b-07,333
e06-033-00,207
h07-020-03,385
b04-010-03,107
m04-100-03,546
c06-076-05,128
c03-096b-02,151
g06-042p-03,347
n02-114-00,315
n03-064-05,572
g01-043-08,299
r02-137-04,654
l04-052-01,483
b06-110-01,126
r06-027-06,635
c03-081a-01,150
c02-078-02,147
k03-144-08,433
a01-007-08,4
g04-063-08,324
c06-005-08,125
g06-115-01,349
a05-069-00,0
n04-163-02,585
a04-092-04,64
k02-029-05,420
c03-087a-02,150
a01-053-07,13
k07-134-06,455
f04-007-03,273
f01-135-06,255
a04-099-02,64
m02-055-10,522
g06-050r-03,348
b06-064-01,133
n03-103-09,577
n01-000-05,553
f07-032b-10,289
g06-031c-03,334
h07-000-03,355
n04-031-05,582
g06-045b-00,333
k02-093-04,426
n02-151-00,568
a01-011-03,5
a03-063-10,55
g06-011g-06,338
g06-045n-04,345
g06-026n-01,345
n04-163-05,585
a04-047-01,61
e06-033-09,207
r02-131-03,653
r06-111-08,671
k04-028-01,442
b06-042-08,131
g06-018a-02,332
j01-042-02,394
g01-074-00,300
g06-093-01,349
m06-067-06,552
d04-037-04,187
p03-004-04,612
g06-037n-02,345
c03-094e-01,154
r03-030-04,660
b01-014-02,88
g06-031m-08,344
g06-042i-04,340
p02-076-08,599
f01-147-07,256
a01-117u-07,0
c03-003d-07,153
m04-038-02,545
g03-000-00,308
a05-013-04,0
g06-018l-02,343
e07-098-00,248
l04-093-00,486
h04-071-01,382
f07-036-00,289
b04-154-05,112
a05-080-00,0
d06-060-07,208
g06-037j-05,341
n04-048-04,583
b01-009-04,87
k02-029-03,420
l01-143-04,469
b05-050-02,117
n04-149-04,585
g06-050e-05,336
n02-009-02,560
c03-003e-05,154
g01-031-03,298
h06-089-07,384
g06-047j-06,341
h07-078-03,391
b02-013-01,95
b04-169-04,113
d06-067-02,205
k04-115-04,450
h07-084-05,392
n04-107-03,584
e02-025-10,222
r02-060-01,643
e04-099-00,241
l04-005-06,480
f07-042b-07,289
g06-018g-06,338
b01-079-10,91
g06-042m-06,344
g06-037o-03,346
b04-128-01,111
p02-008-05,594
g06-045k-04,342
m02-066-00,524
p06-042-06,634
h02-012-02,364
g07-018a-06,351
d06-091-00,202
g03-064-03,318
g06-093-05,349
g04-063-09,324
m06-056-02,552
a01-043-08,12
p01-155-07,590
r03-030-05,660
f02-030-00,261
c04-050-00,162
a01-128u-03,0
h06-082-00,384
l07-172-06,498
d06-060-09,208
a05-080-07,0
n06-163-08,551
a02-116-03,38
l01-023-00,458
h07-033a-10,387
h07-084-02,392
g01-012-05,296
p03-004-03,612
p03-112-06,567
j01-045-01,394
l01-187-05,473
r06-035-04,670
n02-033-07,562
g07-026a-05,351
l07-131-01,497
g06-042r-02,348
g07-042-02,353
c03-084e-07,154
g04-088-09,328
g06-042f-02,337
g06-050n-07,345
g06-037c-06,334
h06-079-00,384
j04-115-06,414
a01-014u-01,0
g06-011j-02,341
k04-079-05,446
d04-121-06,197
h07-011-05,355
d01-019-03,175
c02-078-08,147
m02-075-02,527
g06-050j-05,341
f02-038-01,263
e01-022-04,211
k02-036-06,421
c03-096a-04,150
g06-018n-07,345
e04-086-02,240
l04-062-00,483
a01-122-04,19
h01-007-07,356
r06-027-01,635
a02-086-07,36
g06-050b-04,333
g06-011f-04,337
c06-014-01,129
h07-069-06,391
a02-098-04,26
k02-067-01,424
j04-070-04,409
d06-100-06,207
f04-011-06,272
a06-152-08,86
b01-049-00,90
b04-154-02,112
g04-017-00,274
f02-033-01,259
a01-000x-03,1
h07-033-03,386
n03-091-00,576
m01-079-06,509
c06-014-08,129
a01-007x-00,3
b01-014-06,88
c02-003-08,138
c03-084a-03,150
l04-043-08,482
g06-018n-00,345
a01-077u-05,0
n02-033-09,562
e01-050-07,213
g06-050c-01,334
f07-021b-08,287
l04-066-03,484
c06-076-09,128
a04-003-07,58
d06-003-02,203
g06-018g-01,338
n04-213-03,587
f07-081a-01,292
h07-084-06,392
l04-026-03,481
h07-028-01,386
n04-195-00,586
g06-031c-01,334
h02-024-04,368
p02-101-03,600
p06-042-02,634
m04-038-00,545
a01-072u-03,0
f04-093-05,193
a04-043-07,60
h07-087-02,393
l01-143-01,469
b06-049-07,124
p03-096-06,567
e02-091-07,226
b06-008-07,125
m02-106-04,527
m01-095-03,512
h07-028-05,386
r02-006-02,638
a02-072-03,33
g06-109-03,349
k02-097-05,427
c04-075-02,164
p03-135-06,625
g04-077-01,326
l01-199-00,475
k02-117-08,430
a04-043-08,60
c03-094d-07,153
m02-072-03,526
c04-056-00,162
a01-020x-04,10
f04-007-04,273
a01-049-01,12
b05-079-01,120
g06-031b-09,333
e01-113-03,216
d06-015-03,174
j01-059-06,396
a01-000x-01,1
c03-084b-01,151
g06-018o-09,346
f07-016-04,287
g06-050o-06,346
c03-087a-01,150
g04-104-02,330
a02-004-01,22
a05-044-02,0
d05-030-04,199
g07-071a-10,354
a05-108-04,0
f02-033-06,259
d04-066-04,191
m04-043-01,545
b05-045-01,117
h01-027-06,360
k04-017-02,239
f07-046b-03,290
l01-199-04,475
m01-149-04,518
a05-099-06,0
e07-076-05,247
b04-089-07,110
g06-045i-00,340
c03-016c-01,152
g07-069a-08,354
a05-017-09,0
d04-021-05,186
n02-146-04,81
c04-160-08,171
k04-057-00,444
l04-124-09,489
c03-000d-02,153
p02-127-05,605
h02-008-06,363
e01-092-05,215
n02-114-08,315
a03-073-05,0
b06-100-00,133
p02-027-03,597
b04-103-02,110
g07-003a-03,294
k04-010-02,440
f07-084b-05,291
n04-100-02,584
c03-081c-00,152
h02-012-00,364
a06-124-01,85
r03-056-04,663
m04-043-03,545
c02-049-04,144
r06-121-08,671
n04-075-03,583
h02-022-07,367
c04-156-05,171
g06-011l-03,343
g06-018p-02,347
d04-021-02,186
k02-076-01,425
n04-171-06,586
g07-007b-04,350
d03-117-02,183
a05-022-02,0
g06-011e-01,336
g04-014-00,273
b02-102-01,98
a02-004-05,22
n02-062-07,565
d06-086-09,208
a01-128u-10,0
g07-079a-11,285
g06-045f-05,337
m02-112-02,535
p02-076-03,599
g06-026o-03,346
c04-028-00,160
g06-026f-03,337
c03-096d-00,153
b06-075-04,124
g06-037h-09,339
n02-004-05,560
d01-060-01,178
h07-028-09,386
g06-047o-04,346
d04-053-05,188
d06-050-02,174
n03-066-04,573
d04-071-06,192
f04-049-05,278
r02-137-01,654
g07-044-00,353
d06-008-05,173
g01-039-05,299
b06-008-06,125
r03-035-08,661
p03-135-00,625
g06-050n-02,345
a01-058-05,13
h07-037a-04,387
k07-152-02,456
e06-070-07,207
m04-190-05,549
l07-190-03,498
h07-028-08,386
h07-030-08,386
b04-195-04,114
e07-098-06,248
k04-149-00,452
n04-100-00,584
a01-043x-01,11
g06-042g-04,338
l03-008-09,478
c03-000c-00,152
n02-049-02,561
p02-127-04,605
l07-181-08,498
k07-085-05,454
b06-068-10,131
m04-081-00,546
k04-000-01,439
d04-032-10,187
k04-033-05,442
j06-014-07,384
p06-058-02,634
f04-057-00,279
a01-122u-02,0
k07-176-06,456
f07-088b-01,293
g06-047l-04,343
g04-068-08,325
r03-065-05,664
a01-026u-08,0
h02-028-07,369
a01-082u-09,0
c04-050-01,162
g06-037o-00,346
g06-042m-05,344
c04-134-01,169
k07-125-05,455
m06-106-06,552
a06-014-02,68
f07-084b-03,291
g06-026i-03,340
c04-128-01,165
c03-094f-09,155
g06-050h-05,339
g06-050e-01,336
n06-128-05,588
m02-048-07,520
c04-156-04,171
a05-089-06,0
c04-028-04,160
e01-102-06,215
n01-036-04,556
a04-103-00,64
c03-096e-05,154
m02-072-00,526
p03-027-05,616
a01-132x-07,0
g03-052-01,316
m04-138-06,547
p03-189-04,633
p03-173-00,630
m04-113-00,547
g06-037i-04,340
g06-045p-05,347
b04-066-04,109
g07-022b-02,352
f07-096-02,293
a03-054-04,53
g06-018i-03,340
d06-020-04,173
h07-003-03,355
h01-024-02,359
a04-099-05,64
a01-003x-02,3
c06-052-03,126
c04-061-00,163
h07-040b-02,387
a05-017-00,0
c03-084a-02,150
f02-036-01,262
b03-025-06,100
b05-062-00,118
a02-000-01,21
k03-144-03,433
g06-037p-00,347
h02-017-06,365
g06-047g-04,338
d04-016-08,185
p03-009-00,613
a02-090-02,26
e07-101-01,248
a02-050-03,28
e02-094-06,227
r06-062-04,670
b03-025-04,100
m04-019-04,544
c03-007b-03,151
g06-045b-03,333
l04-066-05,484
k02-117-06,430
a02-027-07,25
g06-031j-05,341
a04-081-02,63
a04-085-09,63
g06-011f-06,337
r03-084-00,665
g06-047n-01,345
h07-037-09,386
k02-062-08,423
a05-121-09,0
a01-049u-01,0
m01-012-10,500
n02-114-09,315
g07-065-07,354
j07-015-03,393
j06-030-00,415
g04-088-11,328
a01-049x-10,0
f07-019a-06,288
c06-011-02,173
n02-120-04,315
h02-017-04,365
g07-018a-04,351
n01-052-06,557
m02-059-06,523
m04-200-00,549
m03-114-02,542
b03-092-03,102
n03-126-03,581
a01-096u-04,0
k04-064-04,445
h01-000-03,356
c06-091-01,132
g01-034-07,298
e07-108-03,248
g01-019-02,296
m01-079-04,509
g03-004-05,309
n06-128-01,588
n06-111-01,588
h04-049-09,378
f07-032a-04,288
j04-046-07,405
f02-000-01,257
c02-017-04,139
j06-005-09,384
g06-037p-02,347
g04-101-01,329
d03-117-03,183
b03-109-07,105
f07-081b-01,291
c04-139-01,169
p02-090-00,598
m04-061-02,545
n03-097-05,577
n02-157-01,570
g06-011m-09,344
c03-087e-00,154
m02-055-04,522
k02-097-06,427
p02-076-01,599
g06-042c-05,334
l01-119-05,466
g06-031n-09,345
p03-033-00,618
c02-056-08,145
a01-030-07,5
d05-021-03,199
a02-004-00,22
p02-131-03,606
j04-024-09,403
h04-049-01,378
c03-000a-05,150
a05-073-08,0
e07-061-04,246
m02-090-05,531
e01-018-02,210
b06-056-01,125
a04-003-06,58
h07-080a-09,392
a02-078-00,34
f01-075-06,253
m01-000-02,499
a01-014-06,7
m02-090-01,531
j06-022-05,415
a06-152-00,86
r02-038-00,641
b06-071-05,128
f01-081-03,254
g06-042b-06,333
l01-105-08,464
a06-004-02,66
a04-000-02,58
a06-044-01,73
n02-146-06,81
a01-091u-05,0
m01-049-10,506
c04-017-06,159
c03-084f-03,155
j04-080-00,410
g06-037l-03,343
l01-143-00,469
j01-066-03,398
g06-011a-02,332
g06-045n-03,345
h07-071-01,391
k04-093-08,447
c04-028-07,160
m04-000-02,544
f07-084a-07,292
r02-054-05,642
g06-031d-04,335
k02-097-01,427
j07-005-04,416
f07-101a-04,294
m06-019-02,551
h02-022-04,367
b02-045-02,96
r06-115-05,671
e06-049-00,205
g06-037i-00,340
m04-007-04,544
c03-084a-05,150
f04-087-01,283
p03-151-06,627
g06-050a-05,332
a05-121-07,0
d06-011-05,204
h01-027-04,360
a01-003-03,2
b03-092-01,102
b06-075-10,124
f07-032b-01,289
g07-084-02,355
a06-004-03,66
d04-089-00,194
n06-201-00,551
g04-055-06,323
b04-128-05,111
f02-076-09,266
b03-098-02,103
k07-152-03,456
c03-000d-07,153
g04-055-09,323
b01-004-07,87
h04-071-00,382
k04-075-04,446
g06-031r-00,348
d01-056-08,178
g04-011-02,273
m06-056-04,552
h02-012-04,364
c03-021c-04,152
p06-030-05,634
b05-017-03,115
p02-000-00,593
n03-106-07,578
m01-090-01,511
n04-163-07,585
g06-042g-03,338
k02-093-01,426
m02-083-02,529
r06-143-01,635
p02-090-05,598
r02-127-02,652
k04-000-03,439
c03-094d-05,153
c04-116-00,168
p03-163-04,629
p03-112-01,567
j04-015-08,402
e06-021-01,206
g06-018p-06,347
a02-086-02,36
g06-042o-01,346
r02-089-10,649
e06-006-02,202
f04-068-02,281
n01-052-07,557
d04-131-04,198
n06-123-00,588
f04-083-07,283
g06-050r-04,348
g07-014-04,351
p01-147-04,589
b01-033-01,89
r03-050-03,662
p03-012-08,614
c06-011-06,173
k02-117-03,430
d05-030-00,199
c03-003c-01,152
n02-033-00,562
p03-080-00,623
m02-069-07,525
p01-155-01,590
d05-021-05,199
g06-050h-03,339
j06-026-04,415
k02-097-03,427
e07-061-09,246
r03-110-02,668
a01-049-05,12
g06-047f-01,337
f03-174-04,268
h02-017-07,365
n06-148-06,551
m02-059-04,523
f04-053-03,279
h07-071a-03,390
c06-043-07,133
d06-037-07,207
a01-043u-03,0
a06-039-00,72
a02-012-04,24
l07-074-00,495
e07-094-00,248
a02-120-09,39
g06-031n-10,345
a04-039-08,60
j01-070-04,399
h01-027-01,360
l04-153-00,492
c03-021b-07,151
b06-097-06,123
b06-023-05,123
e04-026-06,233
d05-021-02,199
b05-058-05,118
g01-019-09,296
f07-024a-08,288
c06-011-08,173
c06-031-04,130
b05-017-01,115
p03-163-03,629
e04-091-00,241
l01-000-05,457
h01-024-03,359
d04-028-00,186
n04-048-03,583
g07-071a-01,354
p06-030-06,634
g01-031-04,298
r02-013-00,640
d01-123-07,181
p03-057-04,567
g04-011-04,273
m06-083-00,552
l03-000-04,476
a06-090-06,79
r02-078-05,647
c04-066-02,163
n04-139-06,585
a03-014-05,43
f04-032-08,276
c02-089-05,149
n04-209-05,587
n06-082-04,588
a02-062-06,31
k04-068-02,445
l07-080-06,496
a04-085-00,63
f07-028b-11,289
a04-015-03,59
a03-034-04,49
g06-031e-00,336
n01-031-03,555
l07-052-00,495
a06-124-05,85
a01-113-05,18
d04-058-01,190
b01-136-03,94
h07-030-00,386
b04-020-06,107
m06-106-09,552
g06-042b-03,333
f07-101a-05,294
n02-037-05,562
k02-067-00,424
d06-027-06,206
r06-103-00,671
d01-104-08,180
b05-083-05,121
p03-163-02,629
b05-098-05,121
g04-108-00,330
j04-111-03,414
m04-216-02,549
k04-079-04,446
g06-045d-04,335
c04-134-00,169
l07-080-04,496
f07-039b-05,289
r03-026-08,659
p03-072-04,622
b04-054-05,109
p03-158-00,628
a01-091-04,16
l01-179-06,472
f07-013-09,287
a01-077u-06,0
b01-132-02,94
f04-004-03,272
m04-145-02,548
c06-047-05,132
g04-088-07,328
a02-111-05,37
c03-081d-07,153
h06-082-10,384
g04-003-08,239
a06-014-03,68
a01-026-08,9
a05-062-08,0
d01-019-02,175
c04-150-03,170
e02-117-05,229
f01-139-05,217
a05-017-07,0
j01-045-08,394
j04-061-01,408
c03-007b-06,151
b04-202-00,114
h07-030-06,386
m06-031-06,552
g06-037f-06,337
g01-012-00,296
h02-043-04,373
b01-073-00,91
b02-105-02,99
m01-104-03,513
a01-117-08,19
f04-079-01,282
h07-040b-09,387
n03-120-07,580
h04-061-02,380
a04-003-03,58
r06-066-04,670
c04-160-07,171
h02-004-07,362
g07-074a-01,354
l01-065-06,461
a03-020-08,45
r06-137-09,671
a01-014x-02,8
e06-037-10,202
e07-012-07,246
e02-000-02,218
a05-094-06,0
g04-077-00,326
g06-011o-00,346
b01-044-05,90
p03-096-07,567
h04-021-00,330
b06-110-07,126
p03-103-03,567
n06-123-04,588
g07-026b-04,352
k07-176-01,456
g06-011i-07,340
a04-081-07,63
c03-081f-05,155
l07-111-01,496
l07-103-02,496
h01-004-01,301
b05-088-06,122
h01-027-09,360
l01-095-00,463
p02-069-01,598
a03-009-00,41
d04-066-03,191
n04-149-00,585
g06-018b-00,333
c06-076-02,128
m01-032-06,504
a02-057-02,30
a05-113-03,0
a05-108-02,0
g06-037m-10,344
j04-103-00,413
k02-076-09,425
b01-023-01,88
e07-012-05,246
g07-069a-06,354
c03-094e-08,154
g04-098-06,329
j06-014-01,384
g03-052-03,316
a05-053-03,0
n04-052-06,583
h06-085-07,384
n01-000-06,553
r06-115-10,671
d06-100-07,207
m06-031-04,552
l04-034-01,482
g06-042p-04,347
a01-107u-01,0
j06-000-08,384
b05-042-06,117
p03-069-00,621
m04-190-03,549
c03-000f-08,155
e07-098-08,248
r02-089-03,649
g06-037e-01,336
g01-083-03,301
d07-102-04,209
a05-108-03,0
p02-109-06,602
f07-081a-09,292
m01-160-01,519
h04-007-00,330
b05-055-01,118
c03-087b-04,151
e01-119-05,217
l04-020-01,481
n02-109-07,315
l04-043-04,482
f04-074-10,282
f01-075-02,253
e07-076-02,247
j06-014-03,384
e04-052-04,235
n06-082-00,588
h01-018-02,357
e04-038-06,234
k07-122-04,455
j01-066-10,398
m02-083-09,529
g04-014-05,273
h02-049-04,375
a05-089-00,0
h07-080-03,391
l07-118-04,497
n04-114-07,584
g06-031m-04,344
l01-195-07,474
a06-036-07,71
n04-114-01,584
b01-057-10,17
m01-110-10,514
g06-011n-05,345
a01-014-08,7
a01-091-03,16
h07-033a-02,387
b02-045-04,96
m04-019-00,544
e07-086-08,247
f07-046a-02,285
e02-025-03,222
m01-149-07,518
e07-066-06,246
n06-186-04,551
l01-133-07,468
g06-011p-07,347
f07-019a-04,288
e01-092-01,215
l03-004-06,477
c02-003-01,138
k07-141-00,455
h01-014-00,357
a02-017-02,25
e07-000-03,85
p03-004-10,612
r06-041-07,670
f07-032b-07,289
b04-175-06,113
a06-157-00,85
j01-070-05,399
a01-091-00,16
d04-050-00,189
k04-163-03,453
g06-050k-01,342
j07-005-01,416
h01-024-08,359
f07-042a-02,285
n06-201-03,551
a02-102-00,37
l07-181-07,498
b05-050-03,117
c03-021b-06,151
h04-078-06,383
h01-030-08,361
c04-122-02,164
b04-047-01,108
e07-083-04,247
g01-000-05,217
h01-004-00,301
l07-138-04,497
l07-181-04,498
h07-033a-05,387
c04-008-08,158
h07-017-01,385
l07-138-05,497
f02-044-10,265
g06-045a-01,332
a04-089-04,63
c03-084d-07,153
g07-042-08,353
e01-081-05,214
c02-017-05,139
a05-069-03,0
d06-100-03,207
d01-123-01,181
n02-109-03,315
b04-096-04,110
l07-080-00,496
n01-000-03,553
b05-032-00,116
a04-059-06,61
d04-008-01,184
k02-053-00,422
p03-047-00,620
n06-082-07,588
b01-033-03,89
f07-024b-08,287
a02-124-01,37
g06-042c-03,334
h07-057a-03,389
a04-043-00,60
b04-107-02,111
r06-070-03,670
e02-021-06,221
k04-054-07,443
a01-117-04,19
m04-000-07,544
m04-231-06,550
g06-018a-01,332
h07-071-03,391
b04-195-01,114
l07-111-03,496
k03-164-05,436
n03-103-06,577
g06-031g-05,338
g06-018h-05,339
c04-156-02,171
h04-074-04,382
g06-018n-03,345
g06-018i-01,340
b04-089-03,110
n02-114-04,315
c03-016e-07,154
g06-011n-00,345
g06-047h-04,339
k02-093-03,426
m04-107-01,547
a03-006-02,40
a03-054-10,53
r06-022-07,635
g04-036-01,320
c03-016e-00,154
m03-006-03,536
p06-047-09,634
e02-021-08,221
j04-024-00,403
g06-045o-08,346
c04-013-03,158
k02-029-00,420
c03-000e-05,154
c03-007c-02,152
c06-005-07,125
g06-045d-06,335
f01-070-07,252
a01-049-09,12
p02-144-10,609
d01-052-04,177
m04-216-04,549
g06-037h-02,339
n06-182-00,551
g06-011j-09,341
g06-045j-07,341
g01-067-05,300
g06-042e-04,336
l07-085-06,496
k04-103-02,448
d07-102-02,209
e07-066-02,246
c03-096d-07,153
k03-157-01,435
a01-014x-01,8
e04-030-01,233
a01-077u-02,0
n02-000-05,559
a01-003x-07,3
m01-012-02,500
a01-117u-01,0
n06-169-04,551
d01-098-05,180
e01-102-02,215
k04-136-00,451
a01-113-02,18
g03-004-01,309
c01-066-08,136
b01-053-01,90
a01-063x-03,15
n06-163-05,551
g06-047m-00,344
a01-014x-05,8
d04-012-05,185
f04-079-05,282
g06-018r-03,348
h07-057a-00,389
c06-103-07,129
c04-098-02,166
h02-019-08,366
a02-057-03,30
a05-084-02,0
h02-040-06,372
g02-059-00,303
k02-053-03,422
j06-051-04,415
g06-050d-05,335
b04-202-01,114
f07-013-02,287
a01-117u-00,0
c02-026-02,141
g07-030-01,352
n06-123-05,588
m03-110-05,542
n02-082a-02,566
p02-076-04,599
g06-037d-04,335
d01-080-04,179
a02-067-06,32
a05-080-05,0
h07-023-08,385
r02-109-03,650
e06-021-06,206
a06-008-01,67
h01-010-03,357
a05-004-00,65
r02-137-00,654
p03-121-02,624
d06-025-05,205
f07-028a-05,288
c03-021c-06,152
k04-000-04,439
h02-043-01,373
e02-091-08,226
g01-031-10,298
p03-069-02,621
n02-033-08,562
j01-066-02,398
g02-059-05,303
f04-028-03,275
c03-016a-08,150
a01-128u-07,0
a01-053x-00,14
a01-020x-07,10
g06-018a-07,332
a01-091u-04,0
g07-010b-07,350
d04-053-04,188
e04-034-03,234
n04-075-06,583
p06-104-01,634
a03-014-03,43
k02-036-02,421
g07-018a-02,351
n06-194-07,551
e04-038-02,234
p06-242-03,635
p02-081-01,599
n04-068-06,583
m04-180-01,548
j07-005-06,416
a02-037-08,26
h07-071-09,391
f04-016-04,272
e04-022-00,232
h02-012-09,364
g01-019-01,296
m04-107-05,547
f07-039a-04,285
h07-040b-01,387
a01-087u-00,0
m04-246-00,550
f01-053-02,250
a02-102-03,37
b05-017-02,115
r03-030-03,660
a04-059-05,61
p02-022-05,596
g04-095-06,273
m01-049-02,506
a02-106-05,37
a01-117-01,19
c03-084e-06,154
g06-050n-04,345
d04-058-04,190
g06-042m-00,344
e07-066-00,246
j06-056-02,415
j06-030-01,415
r06-137-01,671
r02-065-01,644
a01-000x-04,1
e06-006-05,202
g06-047f-02,337
p02-144-05,609
a03-027-07,47
f07-006-02,286
b06-032-03,130
g06-105-05,349
g07-000a-04,294
l04-098-06,487
n03-082-00,575
g06-011o-10,346
g06-037n-03,345
n06-111-07,588
h04-000-01,239
a03-059-08,54
h07-013-07,385
c04-044-04,161
d01-104-02,180
a02-020-04,25
g07-018a-05,351
e02-082-02,224
f04-087-05,283
l07-190-02,498
f07-081b-00,291
p01-155-03,590
g06-011g-01,338
c06-087-06,126
b05-038-07,117
d07-102-06,209
a03-034-03,49
a01-003u-10,0
p01-155-05,590
r06-041-06,670
p02-105-03,601
r03-053-08,315
b06-019-01,128
e04-119-04,243
d06-111-00,203
d06-107-05,204
a01-003-00,2
c03-007d-02,153
l04-034-08,482
f07-039b-02,289
h04-007-04,330
a06-051-06,74
h07-044a-06,388
h01-030-07,361
a02-106-06,37
b06-027-05,129
g07-028b-06,352
m02-090-06,531
j04-115-07,414
a06-039-06,72
e02-094-07,227
d06-046-07,173
g06-042e-03,336
l01-179-01,472
l07-085-01,496
g06-031g-01,338
n06-123-09,588
j01-063-05,397
c03-007e-03,154
b02-102-06,98
g06-031e-03,336
c04-061-03,163
k02-097-00,427
g06-026g-03,338
p06-042-03,634
k04-022-01,240
c03-007-07,156
c03-096f-02,155
m02-069-02,525
g07-030-06,352
d07-082-03,209
g04-017-03,274
k02-023-00,419
g06-011b-07,333
m04-190-01,549
g07-069a-00,354
n06-074-02,588
d01-016-02,175
c03-081f-00,155
c02-022-02,140
g07-050-02,353
c03-007f-02,155
g06-018e-05,336
n06-163-06,551
g06-011n-01,345
g06-011c-04,334
g06-031g-02,338
h07-060a-06,389
r02-078-04,647
e01-025-04,211
a02-111-00,37
j04-070-06,409
n03-106-09,578
r06-003-05,635
a04-081-00,63
m02-075-00,527
g06-011c-07,334
r06-007-02,635
n02-040-06,563
a02-000-00,21
l04-163-07,493
m02-072-06,526
l01-143-02,469
p02-101-05,600
e06-041-02,202
p03-087-02,567
h02-043-08,373
g02-059-06,303
h07-071a-04,390
g02-062-06,304
d05-021-01,199
g07-003a-05,294
k04-115-00,450
h06-089-09,384
n02-154-05,569
f04-087-04,283
n04-149-01,585
j04-080-01,410
b04-020-04,107
g06-018m-04,344
e04-109-04,242
d01-118-01,181
l04-005-05,480
c03-016e-02,154
g07-007a-06,294
a03-073-06,0
g05-087-02,331
b05-079-04,120
f01-085-05,254
n03-038-02,571
k02-062-05,423
c03-000f-00,155
g06-018p-03,347
k04-142-05,452
g06-050p-00,347
g01-027-00,297
g07-074a-03,354
m04-043-04,545
b04-066-06,109
r03-110-07,668
d05-025-00,199
j07-015-04,393
a03-059-10,54
b06-097-07,123
g04-063-04,324
b04-096-03,110
g06-037k-03,342
m04-246-04,550
g07-003b-01,350
h07-071-04,391
m04-024-05,544
j07-005-05,416
k03-152-00,434
b06-053-08,127
g06-037r-07,348
b06-042-03,131
g06-037k-06,342
h07-051b-04,388
b04-195-03,114
a01-096u-05,0
c02-007-07,139
a01-063-08,13
b06-059-09,130
a01-014x-08,8
a01-122u-03,0
a06-051-05,74
r02-054-00,642
h07-063a-08,389
m01-110-11,514
c03-007d-05,153
a04-096-09,64
g06-031o-09,346
f07-019a-01,288
f07-042a-07,285
a03-080-02,0
e07-012-02,246
n06-175-08,551
k02-018-03,418
e01-107-04,216
h02-019-03,366
j04-111-04,414
p03-057-02,567
r06-007-03,635
a01-011u-01,0
e07-083-08,247
c06-111-05,124
f04-004-05,272
c03-016b-04,151
h02-017-01,365
r03-035-04,661
h07-080a-01,392
h01-024-00,359
b05-074-04,119
f04-028-08,275
c04-004-04,157
c04-134-03,169
e07-112-05,249
h01-030-02,361
b01-027-00,89
e04-124-01,243
g06-011m-04,344
g07-022b-06,352
a04-015-06,59
h06-096-01,384
f07-021b-02,287
g07-022a-05,351
f01-070-03,252
a06-070-05,77
a04-019-03,59
a05-099-07,0
m04-152-04,548
a02-090-05,26
p03-012-04,614
g06-037c-07,334
g06-011p-01,347
c06-106-10,127
c02-089-03,149
e04-004-03,230
n01-004-05,554
e04-015-04,231
c04-056-03,162
k02-112-02,429
g06-018e-04,336
